Name;Platform;Year;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Global_Sales
Hitman: Absolution;MICROSOFT;2012;Action;Square Enix;0,68;0,9;0,01;0,17;1,76
Hitman: Absolution;PC;2012;Action;Square Enix;0,03;0,17;0;0,04;0,25
Hitman: Absolution;SONY;2012;Action;Square Enix;0,59;1,07;0,07;0,45;2,19
The Tomb Raider Trilogy;SONY;2011;Action;Square Enix;0,27;0,5;0;0,17;0,94
Just Cause 2;MICROSOFT;2010;Action;Square Enix;0,59;0,85;0,02;0,17;1,62
Just Cause 2;PC;2010;Action;Square Enix;0;0,1;0;0,03;0,13
Just Cause 2;SONY;2010;Action;Square Enix;0,45;0,94;0,06;0,33;1,78
Final Fantasy Crystal Chronicles: The Crystal Bearers;NINTENDO;2009;Action;Square Enix;0,22;0,08;0,08;0,03;0,4
Soul Eater: Monotone Princess;NINTENDO;2008;Action;Square Enix;0;0;0,02;0;0,02
Star Ocean 5: Integrity and Faithlessness;SONY;2016;Role-Playing;Square Enix;0;0;0,04;0;0,04
Star Ocean 5: Integrity and Faithlessness;SONY;2016;Role-Playing;Square Enix;0,06;0,07;0,14;0,02;0,3
Project Setsuna;SONY;2016;Role-Playing;Square Enix;0;0;0,06;0;0,06
Dragon Quest Builders: Revive Alefgard;SONY;2016;Role-Playing;Square Enix;0;0;0,12;0;0,12
Dragon Quest Builders: Revive Alefgard;SONY;2016;Role-Playing;Square Enix;0;0;0,22;0;0,22
Deus Ex: Mankind Divided;MICROSOFT;2016;Role-Playing;Square Enix;0,08;0,06;0;0,01;0,15
Deus Ex: Mankind Divided;PC;2016;Role-Playing;Square Enix;0;0,02;0;0;0,02
Deus Ex: Mankind Divided;SONY;2016;Role-Playing;Square Enix;0,1;0,18;0;0,05;0,33
Final Fantasy X/X-2 HD Remaster;SONY;2015;Role-Playing;Square Enix;0,29;0,25;0,06;0,11;0,71
Final Fantasy Type-0;MICROSOFT;2015;Role-Playing;Square Enix;0,15;0,07;0;0,02;0,25
Final Fantasy Type-0;SONY;2015;Role-Playing;Square Enix;0,37;0,32;0,15;0,14;0,97
Dragon Quest X: All in One Package;NINTENDO;2015;Role-Playing;Square Enix;0;0;0,01;0;0,01
Lords of the Fallen;MICROSOFT;2014;Role-Playing;Square Enix;0,1;0,1;0;0,02;0,22
Lords of the Fallen;PC;2014;Role-Playing;Square Enix;0;0,03;0;0;0,03
Lords of the Fallen;SONY;2014;Role-Playing;Square Enix;0,17;0,23;0,02;0,09;0,51
Kingdom Hearts II;SONY;2014;Role-Playing;Square Enix;0,52;0,43;0,18;0,19;1,32
Final Fantasy XIV: A Realm Reborn;SONY;2014;Role-Playing;Square Enix;0,32;0,22;0,08;0,1;0,72
Lightning Returns: Final Fantasy XIII;MICROSOFT;2013;Role-Playing;Square Enix;0,15;0,1;0,01;0,02;0,29
Lightning Returns: Final Fantasy XIII;SONY;2013;Role-Playing;Square Enix;0,31;0,22;0,45;0,12;1,1
Kingdom Hearts;SONY;2013;Role-Playing;Square Enix;0,9;0,37;0,25;0,24;1,75
Final Fantasy XIV: A Realm Reborn;SONY;2013;Role-Playing;Square Enix;0,36;0,33;0,28;0,15;1,12
Final Fantasy X / X-2 HD Remaster;SONY;2013;Role-Playing;Square Enix;0,43;0,4;0,32;0,18;1,33
Drakengard 3;SONY;2013;Role-Playing;Square Enix;0,1;0;0,19;0,02;0,3
Dragon Quest X;NINTENDO;2013;Role-Playing;Square Enix;0;0;0,4;0;0,4
Dragon Quest X;NINTENDO;2012;Role-Playing;Square Enix;0;0;0,96;0;0,96
Final Fantasy XIII-2;MICROSOFT;2011;Role-Playing;Square Enix;0,36;0,3;0,02;0,06;0,74
Final Fantasy XIII-2;SONY;2011;Role-Playing;Square Enix;0,78;0,75;0,89;0,26;2,68
Dungeon Siege III;MICROSOFT;2011;Role-Playing;Square Enix;0,21;0,12;0,01;0,03;0,37
Dungeon Siege III;PC;2011;Role-Playing;Square Enix;0,08;0,08;0;0,02;0,17
Dungeon Siege III;SONY;2011;Role-Playing;Square Enix;0,17;0,14;0,03;0,06;0,39
Dragon Quest 25 Shuunen Kinin: Famicom & Super Famicom Dragon Quest I-II-III;NINTENDO;2011;Role-Playing;Square Enix;0;0;0,47;0;0,47
Star Ocean: The Last Hope International;SONY;2010;Role-Playing;Square Enix;0,28;0,16;0,22;0,08;0,73
NieR;MICROSOFT;2010;Role-Playing;Square Enix;0,13;0,1;0,04;0,02;0,29
NieR;SONY;2010;Role-Playing;Square Enix;0,17;0,2;0,2;0,07;0,64
Final Fantasy XIV: A Realm Reborn;PC;2010;Role-Playing;Square Enix;0,86;0,48;0;0,17;1,5
Final Fantasy XIII;MICROSOFT;2010;Role-Playing;Square Enix;1,27;0,68;0,01;0,2;2,17
The Last Remnant;PC;2009;Role-Playing;Square Enix;0;0,01;0;0;0,01
Star Ocean: The Last Hope;MICROSOFT;2009;Role-Playing;Square Enix;0,32;0,2;0,21;0,06;0,79
Final Fantasy XIII;SONY;2009;Role-Playing;Square Enix;1,74;1,24;1,87;0,52;5,36
Final Fantasy XI: Ultimate Collection;MICROSOFT;2009;Role-Playing;Square Enix;0,25;0;0;0,02;0,27
Final Fantasy Crystal Chronicles: Echoes of Time;NINTENDO;2009;Role-Playing;Square Enix;0,13;0,06;0,05;0,02;0,26
The Last Remnant;MICROSOFT;2008;Role-Playing;Square Enix;0,25;0,2;0,18;0,06;0,69
Kingdom Hearts Re: Chain of Memories;SONY;2008;Role-Playing;Square Enix;0,73;0,03;0;0,12;0,87
Infinite Undiscovery;MICROSOFT;2008;Role-Playing;Square Enix;0,34;0,18;0,12;0,06;0,7
Disgaea 3: Absence of Justice;SONY;2008;Role-Playing;Square Enix;0,32;0,04;0,11;0,04;0,51
Odin Sphere;SONY;2007;Role-Playing;Square Enix;0,23;0,18;0,09;0,06;0,56
Final Fantasy XII International Zodiac Job System;SONY;2007;Role-Playing;Square Enix;0;0;0,11;0;0,11
Final Fantasy XI: Wings of the Goddess;MICROSOFT;2007;Role-Playing;Square Enix;0,25;0;0,02;0,02;0,3
Final Fantasy XI: Wings of the Goddess;SONY;2007;Role-Playing;Square Enix;0,35;0,27;0,09;0,09;0,81
Final Fantasy XI: Vana'diel Collection 2008;MICROSOFT;2007;Role-Playing;Square Enix;0,13;0;0,01;0,01;0,15
Final Fantasy XI: Vana'diel Collection 2008;SONY;2007;Role-Playing;Square Enix;0,03;0,03;0,01;0,01;0,08
Final Fantasy Fables: Chocobo's Dungeon;NINTENDO;2007;Role-Playing;Square Enix;0,09;0;0,11;0,01;0,21
Dragon Quest Swords: The Masked Queen and the Tower of Mirrors;NINTENDO;2007;Role-Playing;Square Enix;0,18;0,01;0,5;0,02;0,71
Valkyrie Profile 2: Silmeria;SONY;2006;Role-Playing;Square Enix;0,04;0,03;0,39;0,01;0,47
Final Fantasy XII;SONY;2006;Role-Playing;Square Enix;1,88;0;2,33;1,74;5,95
Final Fantasy XI: Treasures of Aht Urhgan;SONY;2006;Role-Playing;Square Enix;0,06;0,05;0,1;0,02;0,23
Final Fantasy XI: All-In-One Pack 2006;MICROSOFT;2006;Role-Playing;Square Enix;0;0;0,02;0;0,02
Final Fantasy XI;MICROSOFT;2006;Role-Playing;Square Enix;0,17;0,01;0;0,01;0,19
Dragon Quest: Shounen Yangus to Fushigi no Dungeon;SONY;2006;Role-Playing;Square Enix;0;0;0,29;0;0,29
Dawn of Mana;SONY;2006;Role-Playing;Square Enix;0,07;0,05;0,29;0,02;0,43
Romancing SaGa;SONY;2005;Role-Playing;Square Enix;0,06;0,04;0,47;0,01;0,58
Radiata Stories;SONY;2005;Role-Playing;Square Enix;0,18;0,14;0,29;0,05;0,65
Kingdom Hearts II;SONY;2005;Role-Playing;Square Enix;2,2;0,58;1,38;0,17;4,33
Grandia III;SONY;2005;Role-Playing;Square Enix;0,12;0,1;0,24;0,03;0,49
Fullmetal Alchemist 2: Curse of the Crimson Elixir;SONY;2004;Role-Playing;Square Enix;0,13;0,1;0;0,03;0,27
Final Fantasy XI: Chains of Promathia;SONY;2004;Role-Playing;Square Enix;0,12;0,09;0;0,03;0,25
Final Fantasy X-2: International + Last Mission;SONY;2004;Role-Playing;Square Enix;0;0;0,29;0;0,29
Final Fantasy X International;SONY;2004;Role-Playing;Square Enix;0;0;0,27;0;0,27
Dragon Quest VIII: Journey of the Cursed King;SONY;2004;Role-Playing;Square Enix;0,65;0,75;3,61;0,2;5,21
Hanjuku Eiyuu Tai 3D;SONY;2003;Role-Playing;Square Enix;0;0;0,17;0;0,17
Fullmetal Alchemist and the Broken Angel;SONY;2003;Role-Playing;Square Enix;0,15;0,12;0,26;0,04;0,56
Final Fantasy XI: Rise of the Zilart;SONY;2003;Role-Playing;Square Enix;0;0;0,13;0;0,13
Drakengard;SONY;2003;Role-Playing;Square Enix;0,19;0,15;0,26;0,05;0,65
Deus Ex: Human Revolution;NINTENDO;2013;Shooter;Square Enix;0,06;0,05;0;0,01;0,12
MindJack;MICROSOFT;2011;Shooter;Square Enix;0,07;0,02;0;0,01;0,1
MindJack;SONY;2011;Shooter;Square Enix;0,07;0,08;0;0,03;0,18
Deus Ex: Human Revolution;MICROSOFT;2011;Shooter;Square Enix;0,76;0,48;0,02;0,12;1,39
Deus Ex: Human Revolution;PC;2011;Shooter;Square Enix;0,25;0,25;0;0,09;0,59
Deus Ex: Human Revolution;SONY;2011;Shooter;Square Enix;0,5;0,6;0,07;0,23;1,39
Kane & Lynch 2: Dog Days;MICROSOFT;2010;Shooter;Square Enix;0,2;0,23;0,01;0,05;0,49
Kane & Lynch 2: Dog Days;PC;2010;Shooter;Square Enix;0;0,06;0;0,01;0,07
Kane & Lynch 2: Dog Days;SONY;2010;Shooter;Square Enix;0,17;0,28;0,05;0,1;0,59
Front Mission Evolved;MICROSOFT;2010;Shooter;Square Enix;0,1;0,07;0,02;0,02;0,2
Front Mission Evolved;PC;2010;Shooter;Square Enix;0,05;0;0;0;0,05
Front Mission Evolved;SONY;2010;Shooter;Square Enix;0,09;0,07;0,11;0,03;0,29
Dirge of Cerberus: Final Fantasy VII;SONY;2006;Shooter;Square Enix;0,47;0,37;0,52;0,12;1,48
Dead Space 3;PC;2013;Action;Electronic Arts;0,02;0,15;0;0,02;0,2
Rory McIlroy PGA Tour;MICROSOFT;2015;Action;Electronic Arts;0,15;0,09;0;0,02;0,27
Rory McIlroy PGA Tour;SONY;2015;Action;Electronic Arts;0,18;0,24;0;0,08;0,51
NHL Legacy;MICROSOFT;2015;Action;Electronic Arts;0,05;0;0;0,01;0,05
NHL Legacy;SONY;2015;Action;Electronic Arts;0,03;0;0;0,01;0,04
Dead Space 3;MICROSOFT;2013;Action;Electronic Arts;0,64;0,28;0;0,08;0,99
Dead Space 3;SONY;2013;Action;Electronic Arts;0,44;0,38;0;0,17;1
NCAA Football 13;MICROSOFT;2012;Action;Electronic Arts;1,02;0;0;0,06;1,08
NCAA Football 13;SONY;2012;Action;Electronic Arts;0,82;0;0;0,06;0,87
Medal of Honor: Warfighter;MICROSOFT;2012;Action;Electronic Arts;0,58;0,47;0,01;0,1;1,17
Medal of Honor: Warfighter;PC;2012;Action;Electronic Arts;0,14;0,15;0;0,04;0,33
Medal of Honor: Warfighter;SONY;2012;Action;Electronic Arts;0,47;0,65;0,06;0,28;1,46
Mass Effect Trilogy;MICROSOFT;2012;Action;Electronic Arts;0,28;0,1;0;0,03;0,41
Mass Effect Trilogy;PC;2012;Action;Electronic Arts;0,09;0,16;0;0,03;0,28
Mass Effect Trilogy;SONY;2012;Action;Electronic Arts;0,37;0;0;0,04;0,41
FIFA Soccer 13;MICROSOFT;2012;Action;Electronic Arts;1,08;3,48;0,03;0,58;5,18
FIFA Soccer 13;NINTENDO;2012;Action;Electronic Arts;0,19;0,46;0;0,08;0,72
FIFA Soccer 13;NINTENDO;2012;Action;Electronic Arts;0,18;0,26;0;0,04;0,48
FIFA Soccer 13;PC;2012;Action;Electronic Arts;0,02;0,31;0;0,07;0,41
FIFA Soccer 13;SONY;2012;Action;Electronic Arts;1,06;5,05;0,13;2,01;8,24
Shadows of the Damned;MICROSOFT;2011;Action;Electronic Arts;0,1;0,06;0,01;0,02;0,19
Shadows of the Damned;SONY;2011;Action;Electronic Arts;0,11;0,09;0,04;0,04;0,28
Rango: The Video Game;MICROSOFT;2011;Action;Electronic Arts;0,06;0,06;0;0,01;0,13
Rango: The Video Game;NINTENDO;2011;Action;Electronic Arts;0,08;0,04;0;0,01;0,14
Rango: The Video Game;SONY;2011;Action;Electronic Arts;0,07;0,09;0;0,04;0,19
Need for Speed: The Run;MICROSOFT;2011;Action;Electronic Arts;0,63;0,58;0;0,15;1,38
Need for Speed: The Run;NINTENDO;2011;Action;Electronic Arts;0,13;0,13;0,01;0,03;0,29
Need for Speed: The Run;PC;2011;Action;Electronic Arts;0,09;0,21;0;0,07;0,37
Need for Speed: The Run;SONY;2011;Action;Electronic Arts;0,58;1,06;0,03;0,37;2,04
Harry Potter and the Deathly Hallows - Part 2;MICROSOFT;2011;Action;Electronic Arts;0,19;0,12;0;0,03;0,34
Harry Potter and the Deathly Hallows - Part 2;NINTENDO;2011;Action;Electronic Arts;0,18;0,14;0;0,03;0,35
Harry Potter and the Deathly Hallows - Part 2;PC;2011;Action;Electronic Arts;0,05;0,04;0;0,01;0,1
Harry Potter and the Deathly Hallows - Part 2;SONY;2011;Action;Electronic Arts;0,14;0,15;0;0,05;0,34
Dragon Age II;MICROSOFT;2011;Action;Electronic Arts;0,72;0,3;0,01;0,09;1,12
Dragon Age II;PC;2011;Action;Electronic Arts;0,23;0,33;0;0,09;0,64
Dragon Age II;SONY;2011;Action;Electronic Arts;0,4;0,27;0,05;0,12;0,84
Crysis 2;MICROSOFT;2011;Action;Electronic Arts;0,7;0,5;0,02;0,12;1,35
Crysis 2;PC;2011;Action;Electronic Arts;0,16;0,45;0;0,13;0,74
Crysis 2;SONY;2011;Action;Electronic Arts;0,45;0,57;0,06;0,21;1,3
MySims SkyHeroes;MICROSOFT;2010;Action;Electronic Arts;0,09;0;0;0,01;0,1
MySims SkyHeroes;NINTENDO;2010;Action;Electronic Arts;0,18;0,1;0;0,03;0,31
MySims SkyHeroes;SONY;2010;Action;Electronic Arts;0,08;0,02;0;0,01;0,11
Harry Potter and the Deathly Hallows - Part 1;MICROSOFT;2010;Action;Electronic Arts;0,21;0,2;0;0,04;0,46
Harry Potter and the Deathly Hallows - Part 1;NINTENDO;2010;Action;Electronic Arts;0,22;0,28;0;0,05;0,55
Harry Potter and the Deathly Hallows - Part 1;PC;2010;Action;Electronic Arts;0,08;0,02;0;0,01;0,1
Harry Potter and the Deathly Hallows - Part 1;SONY;2010;Action;Electronic Arts;0,13;0,21;0;0,08;0,42
Dante's Inferno;MICROSOFT;2010;Action;Electronic Arts;0,63;0,2;0,02;0,07;0,92
Dante's Inferno;SONY;2010;Action;Electronic Arts;0,64;0,28;0,04;0,13;1,09
Create;MICROSOFT;2010;Action;Electronic Arts;0,1;0,03;0;0,01;0,14
Create;NINTENDO;2010;Action;Electronic Arts;0,22;0,03;0;0,02;0,26
Create;PC;2010;Action;Electronic Arts;0,04;0,01;0;0,01;0,06
Create;SONY;2010;Action;Electronic Arts;0,11;0,03;0;0,02;0,16
The Saboteur;MICROSOFT;2009;Action;Electronic Arts;0,26;0,21;0;0,05;0,51
The Saboteur;PC;2009;Action;Electronic Arts;0;0,05;0;0,01;0,06
The Saboteur;SONY;2009;Action;Electronic Arts;0,2;0,22;0;0,08;0,5
The Lord of the Rings: Conquest;MICROSOFT;2009;Action;Electronic Arts;0,37;0,21;0;0,06;0,64
The Lord of the Rings: Conquest;PC;2009;Action;Electronic Arts;0;0,02;0;0;0,03
The Lord of the Rings: Conquest;SONY;2009;Action;Electronic Arts;0,38;0,26;0;0,12;0,76
The Godfather II;MICROSOFT;2009;Action;Electronic Arts;0,47;0,24;0,01;0,08;0,79
The Godfather II;SONY;2009;Action;Electronic Arts;0,41;0,22;0,01;0,11;0,75
Harry Potter and the Half-Blood Prince;MICROSOFT;2009;Action;Electronic Arts;0,17;0,12;0;0,03;0,32
Harry Potter and the Half-Blood Prince;NINTENDO;2009;Action;Electronic Arts;0,28;0,4;0;0,09;0,77
Harry Potter and the Half-Blood Prince;PC;2009;Action;Electronic Arts;0;0,03;0;0,01;0,03
Harry Potter and the Half-Blood Prince;SONY;2009;Action;Electronic Arts;0,13;0,07;0;0,44;0,64
Harry Potter and the Half-Blood Prince;SONY;2009;Action;Electronic Arts;0,15;0,13;0;0,06;0,34
G.I. Joe: The Rise of Cobra;MICROSOFT;2009;Action;Electronic Arts;0,17;0,05;0;0,02;0,24
G.I. Joe: The Rise of Cobra;NINTENDO;2009;Action;Electronic Arts;0,17;0,03;0;0,02;0,22
G.I. Joe: The Rise of Cobra;SONY;2009;Action;Electronic Arts;0,11;0;0;0,03;0,14
G.I. Joe: The Rise of Cobra;SONY;2009;Action;Electronic Arts;0,11;0,07;0;0,03;0,21
Brutal Legend;MICROSOFT;2009;Action;Electronic Arts;0,62;0,27;0;0,09;0,98
Brutal Legend;SONY;2009;Action;Electronic Arts;0,54;0,28;0;0,13;0,95
Ninja Reflex;NINTENDO;2008;Action;Electronic Arts;0,11;0,01;0;0,01;0,12
Dead Space;MICROSOFT;2008;Action;Electronic Arts;0,89;0,4;0;0,13;1,42
Dead Space;PC;2008;Action;Electronic Arts;0;0,53;0;0,06;0,59
Dead Space;SONY;2008;Action;Electronic Arts;1,05;0,67;0;0,3;2,02
The Simpsons Game;MICROSOFT;2007;Action;Electronic Arts;0,54;0,4;0;0,11;1,05
The Simpsons Game;NINTENDO;2007;Action;Electronic Arts;0,45;0,47;0;0,11;1,03
The Simpsons Game;SONY;2007;Action;Electronic Arts;0,35;0,03;0;1,13;1,51
The Simpsons Game;SONY;2007;Action;Electronic Arts;0,38;0,37;0;0,15;0,91
The Godfather: Dons Edition;SONY;2007;Action;Electronic Arts;0,25;0,02;0;0,03;0,29
NHL 08;MICROSOFT;2007;Action;Electronic Arts;0,22;0,01;0;0,02;0,25
NHL 08;SONY;2007;Action;Electronic Arts;0,16;0,06;0;0,03;0,25
Harry Potter and the Order of the Phoenix;MICROSOFT;2007;Action;Electronic Arts;0,24;0,04;0;0,02;0,3
Harry Potter and the Order of the Phoenix;NINTENDO;2007;Action;Electronic Arts;0,38;0,06;0;0,04;0,49
Harry Potter and the Order of the Phoenix;PC;2007;Action;Electronic Arts;0;0,03;0;0,01;0,04
Harry Potter and the Order of the Phoenix;SONY;2007;Action;Electronic Arts;0,13;0,1;0;0,03;0,27
Harry Potter and the Order of the Phoenix;SONY;2007;Action;Electronic Arts;0,18;0,04;0;0,03;0,25
Def Jam Icon;MICROSOFT;2007;Action;Electronic Arts;0,3;0,01;0;0,03;0,35
Def Jam Icon;SONY;2007;Action;Electronic Arts;0,16;0,19;0;0,08;0,43
The Godfather (US sales);MICROSOFT;2006;Action;Electronic Arts;0,33;0,1;0;0,02;0,44
The Godfather (US & Others sales);MICROSOFT;2006;Action;Electronic Arts;0,2;0,02;0;0,02;0,24
The Godfather (old US sales);MICROSOFT;2006;Action;Electronic Arts;0,42;0,11;0;0,02;0,55
The Godfather (JP sales);MICROSOFT;2006;Action;Electronic Arts;0;0;0,01;0;0,01
The Godfather (JP sales);SONY;2006;Action;Electronic Arts;0,39;0,02;0;0,06;0,47
The Godfather;SONY;2006;Action;Electronic Arts;0,89;0,03;0,01;0,15;1,09
Superman Returns;MICROSOFT;2006;Action;Electronic Arts;0,23;0,02;0;0,02;0,27
Harry Potter and the Goblet of Fire;MICROSOFT;2005;Action;Electronic Arts;0,18;0,05;0;0,01;0,23
Harry Potter and the Goblet of Fire;NINTENDO;2005;Action;Electronic Arts;0,32;0,08;0;0,01;0,42
Harry Potter and the Goblet of Fire;SONY;2005;Action;Electronic Arts;0,54;0,02;0;0,09;0,65
From Russia With Love;MICROSOFT;2005;Action;Electronic Arts;0,15;0,04;0;0,01;0,2
From Russia With Love;NINTENDO;2005;Action;Electronic Arts;0,17;0,04;0;0,01;0,22
From Russia With Love;SONY;2005;Action;Electronic Arts;0,34;0,01;0;0,06;0,41
Batman Begins;MICROSOFT;2005;Action;Electronic Arts;0,16;0,04;0;0,01;0,21
Batman Begins;NINTENDO;2005;Action;Electronic Arts;0,11;0,03;0;0;0,15
Batman Begins;SONY;2005;Action;Electronic Arts;0,27;0,21;0;0,07;0,56
Samurai Warriors;SONY;2004;Action;Electronic Arts;0,22;0,05;1,06;0,02;1,35
Harry Potter and the Prisoner of Azkaban;MICROSOFT;2004;Action;Electronic Arts;0,14;0,04;0;0,01;0,19
Harry Potter and the Prisoner of Azkaban;NINTENDO;2004;Action;Electronic Arts;0,29;0,08;0;0,01;0,38
Harry Potter and the Prisoner of Azkaban;PC;2004;Action;Electronic Arts;0;0,03;0;0,01;0,04
Harry Potter and the Prisoner of Azkaban;SONY;2004;Action;Electronic Arts;0,5;0,39;0;0,13;1,02
Catwoman;MICROSOFT;2004;Action;Electronic Arts;0,04;0,01;0;0;0,06
Catwoman;NINTENDO;2004;Action;Electronic Arts;0,05;0,01;0;0;0,07
Catwoman;SONY;2004;Action;Electronic Arts;0,08;0,06;0;0,02;0,17
The Lord of the Rings: The Return of the King;MICROSOFT;2003;Action;Electronic Arts;0,71;0,38;0;0,05;1,14
The Lord of the Rings: The Return of the King;NINTENDO;2003;Action;Electronic Arts;0,53;0,14;0;0,02;0,69
The Lord of the Rings: The Return of the King;SONY;2003;Action;Electronic Arts;1,5;1,28;0,05;0,46;3,28
Spawn: Armageddon;MICROSOFT;2003;Action;Electronic Arts;0,13;0,04;0;0,01;0,17
Spawn: Armageddon;NINTENDO;2003;Action;Electronic Arts;0,05;0,01;0;0;0,07
Spawn: Armageddon;SONY;2003;Action;Electronic Arts;0,22;0,17;0;0,06;0,44
Harry Potter and the Sorcerer's Stone;MICROSOFT;2003;Action;Electronic Arts;0,05;0,02;0;0;0,07
Harry Potter and the Sorcerer's Stone;NINTENDO;2003;Action;Electronic Arts;0,06;0,02;0;0;0,08
Harry Potter and the Sorcerer's Stone;SONY;2003;Action;Electronic Arts;0,14;0,11;0;0,04;0,28
Bionicle;MICROSOFT;2003;Action;Electronic Arts;0,05;0,01;0;0;0,06
Bionicle;NINTENDO;2003;Action;Electronic Arts;0,16;0,04;0;0,01;0,21
Bionicle;SONY;2003;Action;Electronic Arts;0,21;0,17;0;0,06;0,43
The Lord of the Rings: The Two Towers;MICROSOFT;2002;Action;Electronic Arts;0,45;0,24;0;0,03;0,71
The Lord of the Rings: The Two Towers;NINTENDO;2002;Action;Electronic Arts;0,41;0,11;0;0,01;0,53
The Lord of the Rings: The Two Towers;SONY;2002;Action;Electronic Arts;1,94;1,95;0,08;0,7;4,67
Island Xtreme Stunts;SONY;2002;Action;Electronic Arts;0,04;0,03;0;0,01;0,09
Harry Potter and the Chamber of Secrets;MICROSOFT;2002;Action;Electronic Arts;0,27;0,08;0;0,01;0,36
Harry Potter and the Chamber of Secrets;NINTENDO;2002;Action;Electronic Arts;0,53;0,14;0;0,02;0,69
Harry Potter and the Chamber of Secrets;PC;2002;Action;Electronic Arts;0;0,01;0;0;0,01
Harry Potter and the Chamber of Secrets;SONY;2002;Action;Electronic Arts;0,75;1,09;0,02;0,12;1,98
Harry Potter and the Chamber of Secrets;SONY;2002;Action;Electronic Arts;0,9;1,22;0,04;0,44;2,61
Buffy the Vampire Slayer;MICROSOFT;2002;Action;Electronic Arts;0,18;0,05;0;0,01;0,23
Harry Potter and the Sorcerer's Stone;PC;2001;Action;Electronic Arts;0,01;0,04;0;0,01;0,06
Harry Potter and the Sorcerer's Stone;SONY;2001;Action;Electronic Arts;1,37;2;0,14;0,22;3,73
007: The World is not Enough;SONY;2000;Action;Electronic Arts;0,51;0,35;0;0,06;0,92
WCW Backstage Assault;SONY;1999;Action;Electronic Arts;0,12;0,08;0;0,01;0,21
Dungeon Keeper 2;PC;1999;Action;Electronic Arts;0;0,05;0;0,01;0,06
Auto Destruct;SONY;1998;Action;Electronic Arts;0,04;0,03;0;0,01;0,08
The Lost World: Jurassic Park;SONY;1997;Action;Electronic Arts;0,57;0,39;0;0,07;1,02
Wing Commander III: Heart of the Tiger;SONY;1996;Action;Electronic Arts;0,09;0,06;0;0,01;0,16
OverBlood;SONY;1996;Action;Electronic Arts;0,05;0,04;0,21;0,02;0,32
Fade to Black;SONY;1996;Action;Electronic Arts;0,19;0,13;0;0,02;0,34
Need for Speed (2015);PC;2016;Racing;Electronic Arts;0;0,03;0;0;0,03
Need for Speed (2015);MICROSOFT;2015;Racing;Electronic Arts;0,3;0,33;0;0,06;0,68
Need for Speed (2015);SONY;2015;Racing;Electronic Arts;0,49;1,49;0,05;0,36;2,39
Need for Speed: Most Wanted;NINTENDO;2013;Racing;Electronic Arts;0,14;0,12;0;0,02;0,28
Need for Speed Rivals;MICROSOFT;2013;Racing;Electronic Arts;0,37;0,38;0,01;0,08;0,84
Need for Speed Rivals;MICROSOFT;2013;Racing;Electronic Arts;0,45;0,17;0;0,05;0,67
Need for Speed Rivals;PC;2013;Racing;Electronic Arts;0,04;0,19;0;0,04;0,27
Need for Speed Rivals;SONY;2013;Racing;Electronic Arts;0,33;0,74;0,05;0,31;1,44
Need for Speed Rivals;SONY;2013;Racing;Electronic Arts;0,73;0,91;0,03;0,22;1,89
Need for Speed: Most Wanted;MICROSOFT;2012;Racing;Electronic Arts;0,62;0,8;0,01;0,15;1,58
Need for Speed: Most Wanted;PC;2012;Racing;Electronic Arts;0;0,06;0;0,02;0,08
Need for Speed: Most Wanted;SONY;2012;Racing;Electronic Arts;0,71;1,51;0,06;0,61;2,89
Need for Speed: Shift 2 Unleashed;MICROSOFT;2011;Racing;Electronic Arts;0,18;0,22;0;0,04;0,44
Need for Speed: Shift 2 Unleashed;PC;2011;Racing;Electronic Arts;0,05;0,11;0;0,03;0,19
Need for Speed: Shift 2 Unleashed;SONY;2011;Racing;Electronic Arts;0,2;0,36;0;0,13;0,69
Need for Speed: Hot Pursuit;MICROSOFT;2010;Racing;Electronic Arts;1,03;0,98;0;0,21;2,22
Need for Speed: Hot Pursuit;NINTENDO;2010;Racing;Electronic Arts;0,18;0,24;0;0,05;0,48
Need for Speed: Hot Pursuit;PC;2010;Racing;Electronic Arts;0,12;0,2;0;0,06;0,38
Need for Speed: Hot Pursuit;SONY;2010;Racing;Electronic Arts;1,05;1,25;0,03;0,48;2,81
Need for Speed: Shift;MICROSOFT;2009;Racing;Electronic Arts;0,73;0,97;0,01;0,22;1,92
Need for Speed: Shift;PC;2009;Racing;Electronic Arts;0;0,05;0;0,01;0,06
Need for Speed: Shift;SONY;2009;Racing;Electronic Arts;0,69;1,41;0,04;0,53;2,68
Need for Speed: Nitro;NINTENDO;2009;Racing;Electronic Arts;0,46;0,31;0;0,08;0,85
NASCAR Kart Racing;NINTENDO;2009;Racing;Electronic Arts;0,39;0;0;0,03;0,43
MySims Racing;NINTENDO;2009;Racing;Electronic Arts;0,19;0,23;0;0,05;0,47
Burnout Paradise: The Ultimate Box;MICROSOFT;2009;Racing;Electronic Arts;0;0,03;0;0;0,04
Burnout Paradise: The Ultimate Box;PC;2009;Racing;Electronic Arts;0;0,08;0;0,01;0,1
Burnout Paradise: The Ultimate Box;SONY;2009;Racing;Electronic Arts;0;0,06;0,01;0,02;0,09
Need For Speed: Undercover;MICROSOFT;2008;Racing;Electronic Arts;0,79;0,71;0,01;0,18;1,69
Need For Speed: Undercover;NINTENDO;2008;Racing;Electronic Arts;0,27;0,32;0;0,07;0,67
Need For Speed: Undercover;PC;2008;Racing;Electronic Arts;0;0,07;0;0,01;0,08
